,acceptedName,className,classGroup,classGroupNum,redlistCategory,redlistGroup,code,ias,weight
294,Adenanthos detmoldii,MAGNOLIOPSIDA,Plant,3,Critically Endangered,6,8.1.2,Phytophthora cinnamomi,16
295,Adenanthos dobsoni,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
296,Adenanthos drummondii,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.2,Phytophthora cinnamomi,12
297,Adenanthos filifolius,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.2,Phytophthora cinnamomi,12
298,Adenanthos flavidiflorus,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
299,Adenanthos forrestii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
300,Adenanthos gracilipes,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
301,Adenanthos labillardierei,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
302,Adenanthos meisneri,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.2,Phytophthora cinnamomi,8
303,Adenanthos obovatus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
304,Adenanthos oreophilus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
305,Adenanthos pungens,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.2,Phytophthora cinnamomi,12
306,Adenanthos terminalis,MAGNOLIOPSIDA,Plant,3,Endangered,5,8.1.2,Phytophthora cinnamomi,12
307,Adenanthos venosus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
308,Aegotheles cristatus,AVES,Bird,9,Least Concern,2,NA,NA,1
309,Aepyprymnus rufescens,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
310,Aerodramus terraereginae,AVES,Bird,9,Least Concern,2,NA,NA,1
311,Aeschynomene aspera,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
312,Aeschynomene indica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
313,Aeshna brevistyla,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
314,Aetholitis agamemnon,GASTROPODA,Invertebrate,1,Least Concern,2,NA,NA,1
315,Aethriamanta circumsignata,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
316,Aethriamanta nymphaeae,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
317,Afropisidium aslini,BIVALVIA,Invertebrate,1,Data Deficient,1,8.1.2,Cyprinus carpio,4
318,Agastachys odorata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,8.1.2,Phytophthora cinnamomi,2
319,Aglaia spectabilis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
320,Agonis flexuosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
321,Agriocnemis argentea,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
322,Agriocnemis dobsoni,INSECTA,Invertebrate,1,Near Threatened,3,NA,NA,2
323,Agriocnemis kunjina,INSECTA,Invertebrate,1,Vulnerable,4,7.2.8,,4
324,Agriocnemis pygmaea,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
325,Agriocnemis rubricauda,INSECTA,Invertebrate,1,Least Concern,2,3.2,,1
326,Agrionoptera insignis allogenes,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
327,Agrionoptera insignis,INSECTA,Invertebrate,1,Least Concern,2,2.2.3,,1
328,Aidia racemosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
329,Ailuroedus crassirostris,AVES,Bird,9,Least Concern,2,11.1,,1
330,Ailuroedus melanotis,AVES,Bird,9,Least Concern,2,NA,NA,1
331,Alathyria jacksoni,BIVALVIA,Invertebrate,1,Data Deficient,1,11.2,,2
332,Alauda arvensis,AVES,Bird,9,Least Concern,2,NA,NA,1
333,Albizia canescens,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
334,Albizia procera,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
335,Albizia retusa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,11.4,,1
336,Alcedo azurea,AVES,Bird,9,Least Concern,2,NA,NA,1
337,Alcedo pusilla,AVES,Bird,9,Least Concern,2,NA,NA,1
338,Alchornea aquifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
339,Alchornea rugosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
340,Alectryon coriaceus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
341,Alectryon oleifolius,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
342,Alectryon pubescens,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
343,Alectryon reticulatus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
344,Alectura lathami,AVES,Bird,9,Least Concern,2,NA,NA,1
345,Alisterus scapularis,AVES,Bird,9,Least Concern,2,11.1,,1
346,Allocasuarina acutivalvis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
347,Allocasuarina campestris,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
348,Allocasuarina decaisneana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
349,Allocasuarina decussata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
350,Allocasuarina dielsiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
351,Allocasuarina diminuta,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
352,Allocasuarina fraseriana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
353,Allocasuarina grampiana,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,11.2,,4
354,Allocasuarina gymnanthera,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
355,Allocasuarina huegeliana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
356,Allocasuarina inophloia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
357,Allocasuarina littoralis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
358,Allocasuarina striata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
359,Allocasuarina torulosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
360,Allocasuarina verticillata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
361,Alloxylon pinnatum,MAGNOLIOPSIDA,Plant,3,Vulnerable,4,8.1.1,,8
362,Alloxylon wickhamii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
363,Alphitonia excelsa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
364,Alphitonia oblata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
365,Alphitonia petriei,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
366,Alphitonia pomaderroides,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
367,Alphitonia whitei,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
368,Alstonia actinophylla,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
369,Alstonia muelleriana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
370,Alstonia spectabilis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
371,Alyxia ilicifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
372,Amalosia jacovae,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Hemidactylus frenatus,2
373,Amalosia lesueurii,REPTILIA,Reptile,4,Least Concern,2,7.3,,1
374,Amalosia obscura,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
375,Amalosia rhombifer,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
376,Amaurornis olivacea,AVES,Bird,9,Least Concern,2,NA,NA,1
377,Ambassis agassizii,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.2,Perca fluviatilis,2
378,Ambassis agrammus,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
379,Ambassis elongata,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
380,Ambassis interrupta,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
381,Ambassis macleayi,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
382,Ambassis marianus,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
383,Ambassis miops,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
384,Ambassis vachellii,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
385,Amniataba percoides,ACTINOPTERYGII,Fish,2,Least Concern,2,NA,NA,1
386,Amorphospermum antilogum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
387,Amoya gracilis,ACTINOPTERYGII,Fish,2,Least Concern,2,9.1.2,,1
388,Amphibolurus muricatus,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Felis catus,2
389,Amphibolurus norrisi,REPTILIA,Reptile,4,Least Concern,2,7.1.1,,1
390,Amphistomus complanatus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
391,Amphistomus speculifer,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
392,Amplirhagada burnerensis,GASTROPODA,Invertebrate,1,Least Concern,2,2.3.1,,1
393,Amplirhagada carinata,GASTROPODA,Invertebrate,1,Least Concern,2,7.1.1,,1
394,Amplirhagada confusa,GASTROPODA,Invertebrate,1,Least Concern,2,7.1.1,,1
395,Amplirhagada kalumburuana,GASTROPODA,Invertebrate,1,Least Concern,2,2.3.1,,1
396,Amytornis ballarae,AVES,Bird,9,Least Concern,2,NA,NA,1
397,Amytornis barbatus,AVES,Bird,9,Least Concern,2,NA,NA,1
398,Amytornis dorotheae,AVES,Bird,9,Vulnerable,4,8.1.2,Cenchrus ciliaris,8
399,Amytornis goyderi,AVES,Bird,9,Least Concern,2,NA,NA,1
400,Amytornis housei,AVES,Bird,9,Near Threatened,3,7.1.1,,2
401,Amytornis merrotsyi,AVES,Bird,9,Near Threatened,3,8.1.2,Vulpes vulpes,4
402,Amytornis purnelli,AVES,Bird,9,Least Concern,2,NA,NA,1
403,Amytornis striatus,AVES,Bird,9,Least Concern,2,NA,NA,1
404,Amytornis textilis,AVES,Bird,9,Least Concern,2,NA,NA,1
405,Amytornis woodwardi,AVES,Bird,9,Vulnerable,4,11.5,,4
406,Anas castanea,AVES,Bird,9,Least Concern,2,NA,NA,1
407,Anas clypeata,AVES,Bird,9,Least Concern,2,8.1.2,Neovison vison,2
408,Anas gracilis,AVES,Bird,9,Least Concern,2,NA,NA,1
409,Anas querquedula,AVES,Bird,9,Least Concern,2,8.1.2,Neovison vison,2
410,Anas rhynchotis,AVES,Bird,9,Least Concern,2,NA,NA,1
411,Anas superciliosa,AVES,Bird,9,Least Concern,2,NA,NA,1
412,Anax guttatus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
413,Anax papuensis,INSECTA,Invertebrate,1,Least Concern,2,8.1.2,Unspecified Gambusia,2
414,Anchiale austrotessulata,INSECTA,Invertebrate,1,Least Concern,2,11.5,,1
415,Anchiale briareus,INSECTA,Invertebrate,1,Data Deficient,1,8.1.2,Wasmannia auropunctata,4
416,Androcalva fraseri,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
417,Anepischetosia maccoyi,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
418,Angophora bakeri,MAGNOLIOPSIDA,Plant,3,Least Concern,2,1.2,,1
419,Angophora costata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.2,,1
420,Angophora floribunda,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,2.1.2,,2
421,Angophora hispida,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,1.2,,2
422,Angophora inopina,MAGNOLIOPSIDA,Plant,3,Near Threatened,3,2.1.2,,2
423,Angophora leiocarpa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
424,Angophora melanoxylon,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
425,Angophora robur,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.2,,1
426,Angophora subvelutina,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
427,Angophora woodsiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,1.2,,1
428,Anguilla australis,ACTINOPTERYGII,Fish,2,Near Threatened,3,7.2.4,,2
429,Anguilla obscura,ACTINOPTERYGII,Fish,2,Data Deficient,1,8.1.2,Trachemys scripta ssp. elegans,4
430,Anguilla reinhardtii,ACTINOPTERYGII,Fish,2,Least Concern,2,11.2,,1
431,Anhinga novaehollandiae,AVES,Bird,9,Least Concern,2,NA,NA,1
432,Anilios affinis,REPTILIA,Reptile,4,Least Concern,2,2.3.4,,1
433,Anilios ammodytes,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
434,Anilios australis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
435,Anilios bicolor,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
436,Anilios bituberculatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
437,Anilios broomi,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
438,Anilios centralis,REPTILIA,Reptile,4,Least Concern,2,2.3.4,,1
439,Anilios chamodracaena,REPTILIA,Reptile,4,Least Concern,2,1.1,,1
440,Anilios diversus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
441,Anilios endoterus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
442,Anilios ganei,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
443,Anilios grypus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
444,Anilios guentheri,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
445,Anilios hamatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
446,Anilios kimberleyensis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
447,Anilios leptosomus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
448,Anilios ligatus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
449,Anilios nigrescens,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
450,Anilios pilbarensis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
451,Anilios pinguis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
452,Anilios proximus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
453,Anilios silvia,REPTILIA,Reptile,4,Least Concern,2,1.1,,1
454,Anilios torresianus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
455,Anilios tovelli,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
456,Anilios unguirostris,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
457,Anilios waitii,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
458,Anilios wiedii,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
459,Anodontiglanis dahli,ACTINOPTERYGII,Fish,2,Least Concern,2,8.1.1,,2
460,Anomalopus brevicollis,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Cenchrus ciliaris,2
461,Anomalopus gowi,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
462,Anomalopus leuckartii,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Vulpes vulpes,2
463,Anomalopus mackayi,REPTILIA,Reptile,4,Least Concern,2,2.3.4,,1
464,Anomalopus pluto,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
465,Anomalopus swansoni,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
466,Anomalopus verreauxii,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
467,Anophelepis telesphorus,INSECTA,Invertebrate,1,Least Concern,2,8.1.2,Hyparrhenia hirta,2
468,Anseranas semipalmata,AVES,Bird,9,Least Concern,2,11.1,,1
469,Antaioserpens warro,REPTILIA,Reptile,4,Least Concern,2,8.1.1,,2
470,Antaresia childreni,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Rhinella marina_new,2
471,Antaresia maculosa,REPTILIA,Reptile,4,Least Concern,2,5.1.1,,1
472,Antaresia perthensis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
473,Antaresia stimsoni,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
474,Antechinomys laniger,MAMMALIA,Mammal,6,Least Concern,2,8.1.2,Felis catus,2
475,Antechinus adustus,MAMMALIA,Mammal,6,Least Concern,2,5.1.2,,1
476,Antechinus agilis,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
477,Antechinus bellus,MAMMALIA,Mammal,6,Vulnerable,4,8.1.2,Felis catus,8
478,Antechinus flavipes,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
479,Antechinus godmani,MAMMALIA,Mammal,6,Least Concern,2,11.1,,1
480,Antechinus leo,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
481,Antechinus minimus,MAMMALIA,Mammal,6,Least Concern,2,8.1.1,,2
482,Antechinus stuartii,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
483,Antechinus subtropicus,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
484,Antechinus swainsonii,MAMMALIA,Mammal,6,Least Concern,2,NA,NA,1
485,Anthocarapa nitidula,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
486,Anthochaera carunculata,AVES,Bird,9,Least Concern,2,NA,NA,1
487,Anthochaera chrysoptera,AVES,Bird,9,Least Concern,2,NA,NA,1
488,Anthochaera lunulata,AVES,Bird,9,Least Concern,2,NA,NA,1
489,Anthochaera paradoxa,AVES,Bird,9,Least Concern,2,NA,NA,1
490,Anthus novaeseelandiae,AVES,Bird,9,Least Concern,2,NA,NA,1
491,Antiaris toxicaria,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
492,Antidesma bunius,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
493,Antidesma excavatum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
494,Antidesma ghaesembilla,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
495,Antipodogomphus acolythus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
496,Antipodogomphus proselythus,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
497,Antipodophlebia asthenes,INSECTA,Invertebrate,1,Least Concern,2,5.3.5,,1
498,Antirhea ovatifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
499,Antirhea putaminosa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
500,Aphananthe philippinensis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
501,Aphelocephala leucopsis,AVES,Bird,9,Least Concern,2,NA,NA,1
502,Aphelocephala nigricincta,AVES,Bird,9,Least Concern,2,NA,NA,1
503,Aphelocephala pectoralis,AVES,Bird,9,Near Threatened,3,3.2,,2
504,Aphrodroma brevirostris,AVES,Bird,9,Least Concern,2,8.1.2,Mus musculus,2
505,Aplonis metallica,AVES,Bird,9,Least Concern,2,2.2.2,,1
506,Apocordulia macrops,INSECTA,Invertebrate,1,Least Concern,2,7.2.11,,1
507,Apodytes brachystylis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
508,Aprasia aurita,REPTILIA,Reptile,4,Near Threatened,3,8.1.1,,4
509,Aprasia inaurita,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
510,Aprasia parapulchella,REPTILIA,Reptile,4,Least Concern,2,8.1.2,Felis catus,2
511,Aprasia pseudopulchella,REPTILIA,Reptile,4,Least Concern,2,2.1.3,,1
512,Aprasia pulchella,REPTILIA,Reptile,4,Least Concern,2,2.1.3,,1
513,Aprasia repens,REPTILIA,Reptile,4,Least Concern,2,1.1,,1
514,Aprasia smithi,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
515,Aprasia striolata,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
516,Aprosmictus erythropterus,AVES,Bird,9,Least Concern,2,NA,NA,1
517,Aptenocanthon hopsoni,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
518,Aptenocanthon winyar,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
519,Apus pacificus,AVES,Bird,9,Least Concern,2,NA,NA,1
520,Aquila audax,AVES,Bird,9,Least Concern,2,NA,NA,1
521,Archaeosynthemis macrostigma,INSECTA,Invertebrate,1,Least Concern,2,7.1.1,,1
522,Archaeosynthemis occidentalis,INSECTA,Invertebrate,1,Least Concern,2,7.1.1,,1
523,Archiargiolestes parvulus,INSECTA,Invertebrate,1,Near Threatened,3,1.2,,2
524,Archibasis mimetes,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
525,Archidendron grandiflorum,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
526,Archidendron lucyi,MAGNOLIOPSIDA,Plant,3,Least Concern,2,2.1.2,,1
527,Archidendropsis basaltica,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
528,Archidendropsis thozetiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
529,Archipetalia auriculata,INSECTA,Invertebrate,1,Least Concern,2,11.1,,1
530,Archontophoenix alexandrae,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
531,Archontophoenix cunninghamiana,LILIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
532,Arctocephalus forsteri,MAMMALIA,Mammal,6,Least Concern,2,8.2,,1
533,Ardea alba,AVES,Bird,9,Least Concern,2,11.1,,1
534,Ardea pacifica,AVES,Bird,9,Least Concern,2,NA,NA,1
535,Ardeotis australis,AVES,Bird,9,Least Concern,2,8.1.2,Ovis aries,2
536,Ardisia pachyrrhachis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
537,Arenaria interpres,AVES,Bird,9,Least Concern,2,8.1.2,Neovison vison,2
538,Argiocnemis rubescens,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
539,Armagomphus armiger,INSECTA,Invertebrate,1,Vulnerable,4,1.1,,4
540,Arrhamphus sclerolepis,ACTINOPTERYGII,Fish,2,Least Concern,2,9.1.3,,1
541,Arses kaupi,AVES,Bird,9,Least Concern,2,NA,NA,1
542,Arses lorealis,AVES,Bird,9,Least Concern,2,NA,NA,1
543,Artamus cinereus,AVES,Bird,9,Least Concern,2,NA,NA,1
544,Artamus cyanopterus,AVES,Bird,9,Least Concern,2,11.1,,1
545,Artamus leucoryn,AVES,Bird,9,Least Concern,2,NA,NA,1
546,Artamus minor,AVES,Bird,9,Least Concern,2,NA,NA,1
547,Artamus personatus,AVES,Bird,9,Least Concern,2,NA,NA,1
548,Artamus superciliosus,AVES,Bird,9,Least Concern,2,NA,NA,1
549,Arytera distylis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
550,Arytera pseudofoveolata,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
551,Ascorhis tasmanica,GASTROPODA,Invertebrate,1,Least Concern,2,NA,NA,1
552,Ashbyia lovensis,AVES,Bird,9,Least Concern,2,NA,NA,1
553,Aspidites melanocephalus,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
554,Aspidites ramsayi,REPTILIA,Reptile,4,Least Concern,2,2.1.3,,1
555,Assa darlingtoni,AMPHIBIA,Amphibian,7,Least Concern,2,1.3,,1
556,Astacopsis franklinii,MALACOSTRACA,Invertebrate,1,Least Concern,2,4.1,,1
557,Astacopsis gouldi,MALACOSTRACA,Invertebrate,1,Endangered,5,3.2,,6
558,Astacopsis tricornis,MALACOSTRACA,Invertebrate,1,Least Concern,2,4.1,,1
559,Astartea fascicularis,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
560,Asteromyrtus symphyocarpa,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
561,Atalaya angustifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
562,Atalaya australiana,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
563,Atalaya hemiglauca,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
564,Atalaya multiflora,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
565,Atalaya variifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
566,Athertonia diversifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
567,Atractocarpus benthamianus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
568,Atractocarpus chartaceus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
569,Atractocarpus fitzalanii,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
570,Atractocarpus hirtus,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
571,Atrichornis clamosus,AVES,Bird,9,Endangered,5,8.1.2,Felis catus,12
572,Atrichornis rufescens,AVES,Bird,9,Endangered,5,7.1.1,,6
573,Aulacopris reichei,INSECTA,Invertebrate,1,Least Concern,2,1.1,,1
574,Auranticarpa melanosperma,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
575,Auranticarpa rhombifolia,MAGNOLIOPSIDA,Plant,3,Least Concern,2,NA,NA,1
576,Australatya striolata,MALACOSTRACA,Invertebrate,1,Least Concern,2,NA,NA,1
577,Austrelaps labialis,REPTILIA,Reptile,4,Least Concern,2,NA,NA,1
578,Austrelaps ramsayi,REPTILIA,Reptile,4,Least Concern,2,7.2.4,,1
579,Austroaeschna anacantha,INSECTA,Invertebrate,1,Least Concern,2,3.2,,1
580,Austroaeschna atrata,INSECTA,Invertebrate,1,Least Concern,2,7.1.1,,1
581,Austroaeschna christine,INSECTA,Invertebrate,1,Vulnerable,4,8.1.1,,8
582,Austroaeschna flavomaculata,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
583,Austroaeschna hardyi,INSECTA,Invertebrate,1,Least Concern,2,5.3.3,,1
584,Austroaeschna inermis,INSECTA,Invertebrate,1,Least Concern,2,7.1.1,,1
585,Austroaeschna ingrid,INSECTA,Invertebrate,1,Endangered,5,7.1.1,,6
586,Austroaeschna obscura,INSECTA,Invertebrate,1,Least Concern,2,7.1.1,,1
587,Austroaeschna parvistigma,INSECTA,Invertebrate,1,Least Concern,2,7.1.3,,1
588,Austroaeschna pinheyi,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
589,Austroaeschna pulchra,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
590,Austroaeschna sigma,INSECTA,Invertebrate,1,Least Concern,2,7.1.1,,1
591,Austroaeschna subapicalis,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
592,Austroaeschna tasmanica,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
593,Austroaeschna unicornis,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
594,Austroagrion cyane,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
595,Austroagrion pindrina,INSECTA,Invertebrate,1,Vulnerable,4,7.2.8,,4
596,Austroagrion watsoni,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
597,Austroargiolestes amabilis,INSECTA,Invertebrate,1,Least Concern,2,NA,NA,1
